GName, Name, Catalog, GLong, GLat, Size, HII_Name, Group, GLong_Observed, GLat_Observed, VLSR, e_VLSR, FWHM, e_FWHM, T_L, e_T_L, T_e,Wavelength, Lines, Resolutiom, Telescope, Author, Molecular_Name, Molecular_GLong, Molecular_GLat, Molecular_VLSR, Molecule, Molecular_Author, Maser_VLSR, Maser_VLSR, Near, Far, Tangent, RGal, VT, KDAR, Distance, e_Distance, Distance_Reid, e_Distance_Reid, Distance_PDF, e_Distance_pos_PDF, e_Distance_neg_PDF, Azimuth, Z, Distance_Method, Distance_Author, Group_VLSR, Group_e_VLSR, Group_Distance, Group_e_Distance, Group_RGal, Group_KDAR, Group_Azimuth, Group_z, Group_Distance_Reid, Group_e_Distance_Reid, Group_RGal_Reid, Group_Azimuth_Reid, Group_z_Reid, Group_Distance_PDF, Group_e_Distance_pos_PDF, Group_e_Distance_neg_PDF, Group_RGal_PDF, Group_Azimuth_PDF, Group_z_PDF, HRDS_Flux, HRDS_e_Flux, HRDS_Size, HRDS_Flags,VGPS_Flux, VGPS_e_Flux, VGPS_Area, MAGPIS_Flux, MAGPIS_e_Flux, MAGPIS_Area,SUMSS_Flux
G023.821-00.038, , Q,23.8214,-0.0375308,32.5486, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G023.826+00.135, , C,23.8261,0.135306,33.519, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G023.836-00.041, , C,23.8364,-0.0409958,28.2993, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G023.840+00.099, LA437, K,23.84,0.0993617,53.3301, G023.836+00.104a, ,23.836,0.104,41.9,0.3,23.6,0.8,33.3,0.9,0,3, H87-H93,1.3, GBT, Anderson et al. (2011), ,0,0, , , ,0,0,3.13,12.415,7.775,5.77727,126.705, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,337.79,78.4347,123.927, ,0.30433,0.0424226,6.54793,0.169052,0.00806188,1.01667,0
G023.842-00.058, , Q,23.8421,-0.0573011,28.6722, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G023.847-00.128, FQ257, C,23.8477,-0.127822,42.2, , ,0,0, , , , , , ,0, , , , , , G023.861-0.120_+076.1,23.8609,-0.11936,76.1, NH3, Purcell et al. (2012),0,0,4.81,10.735,7.775,4.53843,126.68, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G023.861-00.126, , G,23.8617,-0.125487,26.2023, , G023.869-00.119,0,0, , , , , , ,0, , , , , , G023.861-0.120_+076.1,23.8609,-0.11936,76.1, NH3, Purcell et al. (2012),0,0,4.81,10.735,7.775,4.53932,126.635, ,0,0,0,0,0,0,0,0,0, , ,73.8,0.9,10.835,0.374997,4.6059, F,107.798,-22.5037,10.975,0.379843,4.75303,111.618,-22.7944,10.711,0.376,0.407,4.585,108.319,-22.2461,0,0,0, ,0,0,0,0.0575726,0.00185036,0.107271,0
G023.869+00.127, , Q,23.8691,0.127935,104.834, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G023.872-00.119, G023.869-00.119, K,23.8727,-0.119,60, G023.869-00.119, G023.869-00.119,23.869,-0.119,73.8,0.9,28.9,2.1,37,2.3,0,6, H85;H87;H88,6, NRAO 140', Lockman (1989), G023.861-0.120_+076.1,23.8609,-0.11936,76.1, NH3, Purcell et al. (2012),0,0,4.71,10.835,7.775,4.6059,126.6, F,10.835,0.374997,10.975,0.379843,10.711,0.376,0.407,107.798,-22.5037, HIEA/Kin, Jones & Dickey (2012), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1.24352,0.142901,10.1562,1.18724,0.00951028,1.93373,0
G023.880-00.350, FQ258, C,23.8806,-0.349166,45.2079, , ,0,0, , , , , , ,0, , , , , , G023.877-00.357,23.877,-0.357,56.1, HCO+, Schlingman et al. (2011),0,0,3.885,11.66,7.77,5.19156,126.573, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G023.887+00.177, FQ259, C,23.887,0.177496,48.0964, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G023.897+00.064, G023.909+00.066, K,23.8975,0.0642569,25.828, G023.909+00.066, ,23.909,0.066,38.4,0.1,24.5,0.3,49,0.3,0,3, H87-H93,1.3, GBT, Anderson et al. (2015a), G023.900+00.064,23.9,0.064,39, HCO+, Schlingman et al. (2011),0,0,2.925,12.615,7.77,5.94504,126.521, N,2.925,0.427871,2.675,0.391301,2.765,0.245,0.282,11.4968,3.28037, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.125906,0.00106379,0.127927,0
G023.904-00.278, , C,23.9044,-0.27722,23.9548, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G023.907+00.074, G023.909+00.066, K,23.9075,0.0741889,49.0709, G023.909+00.066, ,23.909,0.066,38.4,0.1,24.5,0.3,49,0.3,0,3, H87-H93,1.3, GBT, Anderson et al. (2015a), G023.900+00.064,23.9,0.064,39, HCO+, Schlingman et al. (2011),0,0,2.925,12.615,7.77,5.94533,126.49, N,2.925,0.427871,2.675,0.391301,2.687,0.308,0.206,11.5008,3.78741, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.206997,0.015039,0.998619,0
G023.926+00.203, , C,23.9262,0.20338,88.6964, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G023.957+00.149, G023.956+00.152, K,23.9576,0.149147,97.3835, G023.956+00.152, G023.956+00.152,23.956,0.152,78.9,0.9,28.1,2.2,78,4.7,0,6, H85;H87;H88,6, NRAO 140', Lockman (1989), G023.954+00.152,23.954,0.152,80, HCO+, Schlingman et al. (2011),0,0,4.93,10.605,7.77,4.46827,126.329, N,4.93,0.38344,4.475,0.348052,4.865,0.399,0.435,26.6168,12.8333, HIEA/Kin, Jones & Dickey (2012), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,2.10836,0.0688591,8.27038,1.61574,0.00331336,0.729649,0
G023.962+00.172, , G,23.9624,0.172604,58.3214, , G023.956+00.152,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , ,78.9,0.9,4.93,0.38344,4.46827, N,26.6168,12.8333,4.475,0.348052,4.62266,17.9601,11.6489,4.865,0.399,0.435,4.346,29.6452,12.6641,0,0,0, ,0,0,0,0.485779,0.023724,2.97523,0
G023.966+00.123, , G,23.9661,0.12325,97.3836, , G023.956+00.152,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , ,78.9,0.9,4.93,0.38344,4.46827, N,26.6168,12.8333,4.475,0.348052,4.62266,17.9601,11.6489,4.865,0.399,0.435,4.346,29.6452,12.6641,0,0,0, ,0,0,0,0,0,0,0
G023.980-00.110, G023.998-00.099, K,23.9808,-0.109682,47.9307, G023.998-00.099, ,23.998,-0.099,75.8,1.8,50.3,4.3,13,0.9,0,6, H85;H87;H88,6, NRAO 140', Lockman  Pisano  & Howard (1996), G023.976-0.096_+072.3,23.9769,-0.09638,72.3, NH3, Purcell et al. (2012),0,0,4.795,10.74,7.765,4.55667,126.256, F,10.74,0.377106,10.885,0.382197,10.735,0.5,0.313,106.757,-20.5597, HIEA+HISA/Kin, Anderson & Bania (2009a), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.0509507,0.00857533,0.660914,0
G023.987-00.090, G023.998-00.099, K,23.9872,-0.0890808,29.1612, G023.998-00.099, ,23.998,-0.099,75.8,1.8,50.3,4.3,13,0.9,0,6, H85;H87;H88,6, NRAO 140', Lockman  Pisano  & Howard (1996), G023.976-0.096_+072.3,23.9769,-0.09638,72.3, NH3, Purcell et al. (2012),0,0,4.795,10.74,7.765,4.55708,126.235, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.0525684,0.00282444,0.20802,0
G024.003-00.103, G023.998-00.099, K,24.0032,-0.102227,53.2754, G023.998-00.099, ,23.998,-0.099,75.8,1.8,50.3,4.3,13,0.9,0,6, H85;H87;H88,6, NRAO 140', Lockman  Pisano  & Howard (1996), G023.995-00.098,23.995,-0.098,69.8, HCO+, Schlingman et al. (2011),0,0,4.795,10.735,7.765,4.55809,126.184, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.124051,0.0360032,1.90978,0
G024.019+00.053, , C,24.0198,0.0535753,27.988, , ,0,0, , , , , , ,0, , , , , , G024.017+00.050,24.017,0.05,111.3, HCO+, Schlingman et al. (2011),0,0,6.38,9.145,7.765,3.72646,126.132, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.020+00.190, FQ260, K,24.0203,0.190629,42.5002, G024.020+00.191, ,24.02,0.191,104.5,0.3,25.8,0.8,16.1,0.4,0,3, H87-H93,1.3, GBT, Anderson et al. (2015b), G024.026+00.199,24.026,0.199,105.4, HCO+, Schlingman et al. (2011),0,0,6.05,9.48,7.765,3.86124,126.129, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,141.797,82.4778,117.692, ,0,0,0,0.0253338,0.00736921,0.735178,0
G024.043+00.204, , Q,24.0433,0.204605,29.3496, , ,0,0, , , , , , ,0, , , , , , G024.048+00.202,24.048,0.202,114, HCO+, Schlingman et al. (2011),0,0,6.53,8.995,7.765,3.67592,126.056, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.049+00.196, , Q,24.0495,0.196247,51.5339, , ,0,0, , , , , , ,0, , , , , , G024.048+00.202,24.048,0.202,114, HCO+, Schlingman et al. (2011),0,0,6.53,8.995,7.76,3.67658,126.036, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.053+00.178, , Q,24.0539,0.178311,29.3496, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.064+00.170, , Q,24.0645,0.170158,29.3496, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.072+00.139, , Q,24.0729,0.139382,36.9208, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.082+00.121, LA561, C,24.0824,0.121275,135.477, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.093+00.455, , G,24.0939,0.455909,65.5182, , G024.139+00.427,0,0, , , , , , ,0, , , , , , G024.0946+00.4565A,24.0947,0.456457,94.1, NH3, Urquhart et al. (2011),0,0,5.585,9.935,7.76,4.095,125.892, N,5.585,0.435036,5.04,0.392584,0,0,0,33.8328,44.44, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009),98.4,1.7,5.775,0.462787,4.00134, N,36.1737,43.5722,5.195,0.416308,4.17954,25.9049,39.1961,5.732,0.547,0.517,3.827,39.7078,43.2478,0,0,0, ,0,0,0,0.0242173,0.0058346,0.830152,0
G024.109+00.214, , Q,24.109,0.214998,127.248, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.114-00.183, FQ261, C,24.1145,-0.182648,324.267, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.116-00.234, , Q,24.1166,-0.233399,79.6604, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.126-00.066, G024.132-00.067, K,24.1263,-0.0657772,119.443, G024.132-00.067, ,24.132,-0.067,86.9,1.4,22.8,3.3,31,3.9,0,6, H85;H87;H88,6, NRAO 140', Lockman (1989), G24.13-0.07,24.13,-0.07,88.2, 13CO, Anderson & Bania (2009b),0,0,5.27,10.245,7.755,4.27304,125.792, F,10.245,0.4021,10.45,0.410146,9.984,0.558,0.384,101.475,-11.7616, HIEA+HISA/Kin, Anderson & Bania (2009a), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.9882,0.30105,23.8821,0.628943,0.117255,9.63749,0
G024.138+00.123, G024.135+00.122, K,24.1382,0.123082,88.5122, G024.135+00.122, ,24.135,0.122,114.5,1.5,28.2,3.5,23,2.5,0,6, H85;H87;H88,6, NRAO 140', Lockman (1989), G24.14+0.12,24.14,0.12,113.8, 13CO, Anderson & Bania (2009b),0,0,6.565,8.95,7.755,3.67461,125.754, F,8.95,2.87193,9.425,3.02436,8.609,0.285,0.75,84.8105,19.2263, HIEA+HISA/Kin, Anderson & Bania (2009a), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.674577,0.111325,15.3509,0.502814,0.109308,7.40533,0
G024.139+00.432, G024.139+00.427, K,24.1394,0.432299,161.442, G024.139+00.427, G024.139+00.427,24.139,0.427,98.4,1.7,30.4,4,18,2,0,6, H85;H87;H88,6, NRAO 140', Lockman  Pisano  & Howard (1996), G24.14+0.43,24.14,0.43,94.8, 13CO, Anderson & Bania (2009b),0,0,5.775,9.74,7.755,4.00134,125.747, N,5.775,0.462787,5.195,0.416308,5.732,0.547,0.517,36.1737,43.5722, HIEA+HISA/Kin, Anderson & Bania (2009a), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.450211,0.0491144,23.49,0.602274,0.149302,17.3649,0
G024.153+00.163, FQ262, C,24.1534,0.163229,29.3496, , ,0,0, , , , , , ,0, , , , , , G024.157+00.167,24.157,0.167,107.3, HCO+, Schlingman et al. (2011),0,0,6.185,9.325,7.755,3.81632,125.706, T,7.755,1.73663,7.61,2.21093,0,0,0,65.723,22.0931, TP/Kin (Mol), Urquhart et al. (2012)/Roman-Duval et al. (2009), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.153-00.011, FQ263, C,24.1535,-0.0104062,42.5055, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.166+00.250, FQ264, K,24.166,0.250719,60.0001, G024.166+00.250, ,24.166,0.251, 109.7;82.2, 0.4;0.7, 22.3;19.3, 1.0;1.9,       15.2000;8.7,      0.400000;0.4,0,3, H87-H93,1.3, GBT, Anderson et al. (2015b), ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,198.759,87.2487,109.18, ,0,0,0,0.0310459,0.00183082,0.154486,0
G024.174+00.403, , G,24.1749,0.403556,47.4257, , G024.139+00.427,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , ,98.4,1.7,5.775,0.462787,4.00134, N,36.1737,43.5722,5.195,0.416308,4.17954,25.9049,39.1961,5.732,0.547,0.517,3.827,39.7078,43.2478,0,0,0, ,0,0,0,0.00838561,0.00296621,0.209522,0
G024.183+00.119, , C,24.1839,0.119946,35.2735, , ,0,0, , , , , , ,0, , , , , , G024.173+0.125_+116.6,24.173,0.12522,116.2, NH3, Purcell et al. (2012),0,0,6.67,8.84,7.755,3.64699,125.609, T,7.755,1.08509,7.61,1.74755,0,0,0,65.8043,16.2347, TP/Kin (Mol), Urquhart et al. (2012)/Roman-Duval et al. (2009), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.185+00.211, G024.194+00.203, K,24.185,0.21156,178.071, G024.194+00.203, ,24.194,0.203,111.9,0.6,13.5,1.4,46,4.2,0,6, H85;H87;H88,6, NRAO 140', Lockman (1989), G24.19+0.20,24.19,0.2,114, 13CO, Anderson & Bania (2009b),0,0,6.42,9.085,7.755,3.72906,125.605, F,9.085,0.740274,9.52,0.77572,8.878,0.378,0.68,86.7276,33.5456, HIEA+HISA/Kin, Anderson & Bania (2009a), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1.60028,0.369525,24.7711,0
G024.187-00.037, FQ265, K,24.1877,-0.0365117,72.9265, G024.188-00.037, ,24.188,-0.037,85.1,0.1,18.1,0.3,35.4,0.46,0,3, H87-H93,1.3, GBT, Anderson et al. (2015b), G24.22-0.05,24.22,-0.05,89.4, 13CO, Anderson & Bania (2009b),0,0,5.195,10.315,7.755,4.32162,125.597, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.284, ,0.0877737,0.169749,4.63799,0.0930807,0.0636529,2.52687,0
G024.195+00.242, LA439, K,24.1958,0.242852,37.5234, G024.197+00.245a, ,24.197,0.245, 107.2;34.4, 0.3;0.5, 20.9;20.9, 0.7;1.3,       32.3000;19.2,      0.910000;0.9,0,3, H87-H93,1.3, GBT, Anderson et al. (2011), G24.19+0.20,24.19,0.2,114, 13CO, Anderson & Bania (2009b),0,0,6.54,8.965,7.755,3.689,125.57, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,320.682,79.923,136.27, ,0,0,0,0.0658728,0.00274695,0.252146,0
G024.197+00.248, LA439, K,24.1972,0.248516,22.7371, G024.197+00.245a, ,24.197,0.245, 107.2;34.4, 0.3;0.5, 20.9;20.9, 0.7;1.3,       32.3000;19.2,      0.910000;0.9,0,3, H87-H93,1.3, GBT, Anderson et al. (2011), G24.19+0.20,24.19,0.2,114, 13CO, Anderson & Bania (2009b),0,0,6.54,8.965,7.755,3.68915,125.565, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,320.682,79.923,136.27, ,0,0,0,0.0262855,0.00342735,0.217778,0
G024.207-00.094, FQ266, C,24.2073,-0.0935806,136.071, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.211+00.115, , Q,24.211,0.115203,12.3338, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.216+00.119, , C,24.2168,0.11964,15.6268, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.217-00.044, G024.217-00.053, K,24.217,-0.0436244,60, G024.217-00.053, ,24.217,-0.053,82,2.4,34.8,5.9,24,3.4,0,6, H85;H87;H88,6, NRAO 140', Lockman (1989), G24.22-0.05,24.22,-0.05,89.4, 13CO, Anderson & Bania (2009b),0,0,5.06,10.445,7.75,4.40494,125.503, F,10.445,0.392406,10.63,0.399356,10.315,0.591,0.348,103.471,-7.95271, HIEA+HISA/Kin, Anderson & Bania (2009a), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.552054,0.240229,6.57958,0.487321,0.0661139,1.52492,0
G024.219+00.125, , Q,24.2197,0.125186,9.93414, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.224+00.120, , Q,24.2241,0.120416,13.1179, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.273+00.078, FQ267, C,24.2734,0.0780331,79.8639, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.280-00.145, G024.303-00.151, K,24.2802,-0.14407,192.098, G024.303-00.151, ,24.303,-0.151,56.8,0.1,17.5,0.1,70,0.5,0,3, H87-H93,1.3, GBT, Anderson et al. (2015a), G24.30-0.15,24.3,-0.15, 54.8;101.2, 13CO, Anderson & Bania (2009b),0,0,3.9,11.595,7.75,5.19851,125.302, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1.34455,0.927804,32.1812,2.10986,0.0367277,21.8613,0
G024.324-00.402, FQ268, C,24.3247,-0.401751,72.2573, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.339-00.344, , Q,24.3396,-0.343052,43.2164, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.347+00.088, G024.392+00.072, K,24.3476,0.0887131,248.986, G024.392+00.072, ,24.392,0.072,110,1.2,20.5,1.7,94,6,0,6, H85;H87;H88,6, NRAO 140', Lockman (1989), ,0,0, , , ,0,0,6.33,9.155,7.745,3.77884,125.088, F,9.155,0.696919,9.57,0.728511,8.737,0.467,0.604,87.5772,14.175, HIEA+HISA/Kin, Anderson & Bania (2009a), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,4.32118,0.941917,86.2746,3.09979,1.2591,48.3633,0
G024.350+00.219, , Q,24.3501,0.219176,27.2196, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.356+00.048, FQ269, K,24.3569,0.0482758,75.535, G024.362+00.050, ,24.362,0.05, 114.0;82.9, 0.1;0.4, 16.8;17.1, 0.2;1.1,       100.600;14.8,      0.760000;0.8,0,3, H87-H93,1.3, GBT, Anderson et al. (2015b), G024.353+00.037,24.353,0.037,117, HCO+, Schlingman et al. (2011),0,0,6.74,8.75,7.745,3.64635,125.058, T,7.745,1.00509,7.6,1.70255,0,0,0,65.6473,6.52572, TP/Kin (Mol), , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,503.241,20.2474,113.411, ,0.274475,0.0814996,4.97561,0.179865,0.0524611,2.40794,0
G024.394+00.521, , Q,24.3945,0.521946,51.5993, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G024.397-00.191, G024.400-00.190, K,24.3976,-0.190407,47.8719, G024.400-00.190, ,24.4011,-0.194341,54.7,0.7,27.9,1.7,11.9,0.6,0,3, H87-H93,1.3, GBT, Anderson et al. (2015a), G024.401-00.189,24.401,-0.189,58.6, HCO+, Schlingman et al. (2011),0,0,3.79,11.695,7.74,5.28561,124.928, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.128409,0.0425039,3.91512,0.0169305,0.00156144,0.302145,0
G024.425+00.335, FQ270, C,24.4257,0.335658,46.7586, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
